City,State,Country,CountryCode,PostalCode,Sex,EmailPromotion,EmailAddress,PhoneNumberType,OnlineOrderFlag,OrderQty,UnitPrice,SubTotal,TaxAmt,Freight,TotalDue,ShipMethod,ShipBase,ShipRate,FullDate
Hamburg,Hamburg,Germany,DE,20354,,0,warren25@adventure-works.com,Cell,0,3,12.144,71884.6078,6967.8769,2177.4615,81029.9462,CARGO TRANSPORT 5,8.99,1.49,2014-01-05
Hamburg,Hamburg,Germany,DE,20354,,0,warren25@adventure-works.com,Cell,-1,1,34.99,574.98,45.9984,14.3745,635.3529,XRQ - TRUCK GROUND,3.95,0.99,2013-09-27
Warrnambool,Victoria,Australia,AU,3280,,0,alisha22@adventure-works.com,Cell,-1,1,4.99,138.48,11.0784,3.462,153.0204,XRQ - TRUCK GROUND,3.95,0.99,2013-08-29
Warrnambool,Victoria,Australia,AU,3280,,0,alisha22@adventure-works.com,Cell,0,2,728.91,22227.9,2126.0978,664.4056,25018.4034,CARGO TRANSPORT 5,8.99,1.49,2014-03-16
Hamburg,Hamburg,Germany,DE,20354,,1,kayla20@adventure-works.com,Home,-1,1,49.99,119.98,9.5984,2.9995,132.5779,XRQ - TRUCK GROUND,3.95,0.99,2013-07-24
Hamburg,Hamburg,Germany,DE,20354,,1,kayla20@adventure-works.com,Home,-1,1,8.99,562.96,45.0368,14.074,622.0708,XRQ - TRUCK GROUND,3.95,0.99,2013-10-26
Darlinghurst,New South Wales,Australia,AU,2010,,0,kayla21@adventure-works.com,Cell,-1,1,159.0,184.48,14.7584,4.612,203.8504,XRQ - TRUCK GROUND,3.95,0.99,2013-10-07
Darlinghurst,New South Wales,Australia,AU,2010,,0,kayla21@adventure-works.com,Cell,0,5,29.994,83147.6449,8243.0584,2575.9558,93966.6591,CARGO TRANSPORT 5,8.99,1.49,2013-12-11
Beaverton,Oregon,United States,US,97005,,0,alisha30@adventure-works.com,Cell,0,14,28.9942,84713.7665,8161.7159,2550.5362,95426.0186,CARGO TRANSPORT 5,8.99,1.49,2014-03-24
Beaverton,Oregon,United States,US,97005,,0,alisha30@adventure-works.com,Cell,-1,1,8.99,1164.47,93.1576,29.1118,1286.7394,XRQ - TRUCK GROUND,3.95,0.99,2013-09-14
Grossmont,California,United States,US,91941,,2,alisha31@adventure-works.com,Home,-1,1,8.99,1143.46,91.4768,28.5865,1263.5233,XRQ - TRUCK GROUND,3.95,0.99,2013-08-03
Grossmont,California,United States,US,91941,,2,alisha31@adventure-works.com,Home,0,6,33.7745,59518.7599,5716.9554,1786.5486,67022.2639,CARGO TRANSPORT 5,8.99,1.49,2014-02-24
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,4.99,663.44,53.0752,16.586,733.1012,XRQ - TRUCK GROUND,3.95,0.99,2013-07-02
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,4.99,45.22,3.6176,1.1305,49.9681,XRQ - TRUCK GROUND,3.95,0.99,2013-07-08
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,35.0,2342.93,187.4344,58.5733,2588.9377,XRQ - TRUCK GROUND,3.95,0.99,2013-07-22
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,5,1020.594,74160.228,7105.029,2220.3216,83485.5786,CARGO TRANSPORT 5,8.99,1.49,2014-01-20
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,4,24.294,28195.896,2693.5039,841.72,31731.1199,CARGO TRANSPORT 5,8.99,1.49,2014-06-13
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,7,20.994,80691.0075,7766.2065,2426.9395,90884.1535,CARGO TRANSPORT 5,8.99,1.49,2014-02-10
Hawthorne,Queensland,Australia,AU,4171,,0,alisha9@adventure-works.com,Home,0,3,469.794,7951.1594,754.044,235.6388,8940.8422,CARGO TRANSPORT 5,8.99,1.49,2013-12-15
Hawthorne,Queensland,Australia,AU,4171,,0,alisha9@adventure-works.com,Home,-1,1,4.99,29.48,2.3584,0.737,32.5754,XRQ - TRUCK GROUND,3.95,0.99,2013-08-27
Hawthorne,Queensland,Australia,AU,4171,,0,alisha9@adventure-works.com,Home,-1,1,34.99,2353.95,188.316,58.8488,2601.1148,XRQ - TRUCK GROUND,3.95,0.99,2013-11-09
Sulzbach Taunus,Saarland,Germany,DE,66272,,2,kayla18@adventure-works.com,Home,-1,1,24.99,28.98,2.3184,0.7245,32.0229,XRQ - TRUCK GROUND,3.95,0.99,2013-08-02
Sulzbach Taunus,Saarland,Germany,DE,66272,,2,kayla18@adventure-works.com,Home,0,3,1430.442,54904.38,5300.3677,1656.3649,61861.1126,CARGO TRANSPORT 5,8.99,1.49,2014-05-26
Warrnambool,Victoria,Australia,AU,3280,,2,kayla19@adventure-works.com,Home,-1,1,34.99,1744.97,139.5976,43.6243,1928.1919,XRQ - TRUCK GROUND,3.95,0.99,2012-01-28
Warrnambool,Victoria,Australia,AU,3280,,2,kayla19@adventure-works.com,Home,-1,1,8.99,128.97,10.3176,3.2243,142.5119,XRQ - TRUCK GROUND,3.95,0.99,2013-06-24
Warrnambool,Victoria,Australia,AU,3280,,2,kayla19@adventure-works.com,Home,0,1,24.294,23892.7656,2478.6577,774.5805,27146.0038,CARGO TRANSPORT 5,8.99,1.49,2014-04-05
Lemon Grove,California,United States,US,91945,,0,kayla22@adventure-works.com,Cell,0,1,183.9382,74487.755,7185.7506,2245.5471,83919.0527,CARGO TRANSPORT 5,8.99,1.49,2014-01-28
Lemon Grove,California,United States,US,91945,,0,kayla22@adventure-works.com,Cell,0,3,38.1,6899.304,660.914,206.5356,7766.7536,CARGO TRANSPORT 5,8.99,1.49,2014-06-07
Roubaix,Nord,France,FR,59100,,1,alisha25@adventure-works.com,Home,0,1,323.994,5533.8689,530.7437,165.8574,6230.47,CARGO TRANSPORT 5,8.99,1.49,2014-01-10
Roubaix,Nord,France,FR,59100,,1,alisha25@adventure-works.com,Home,0,5,323.994,80691.0075,7766.2065,2426.9395,90884.1535,CARGO TRANSPORT 5,8.99,1.49,2014-03-11
San Gabriel,California,United States,US,91776,,1,alisha34@adventure-works.com,Home,-1,1,49.99,1205.47,96.4376,30.1368,1332.0444,XRQ - TRUCK GROUND,3.95,0.99,2013-10-11
San Gabriel,California,United States,US,91776,,1,alisha34@adventure-works.com,Home,-1,1,35.0,2394.97,191.5976,59.8743,2646.4419,XRQ - TRUCK GROUND,3.95,0.99,2013-10-30
Glendale,California,United States,US,91203,,0,warren27@adventure-works.com,Cell,-1,1,49.99,1750.98,140.0784,43.7745,1934.8329,XRQ - TRUCK GROUND,3.95,0.99,2013-08-04
Glendale,California,United States,US,91203,,0,warren27@adventure-works.com,Cell,0,3,5.394,1709.316,156.9978,49.0618,1915.3756,CARGO TRANSPORT 5,8.99,1.49,2014-02-17
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,24.49,64.47,5.1576,1.6118,71.2394,XRQ - TRUCK GROUND,3.95,0.99,2013-09-11
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,2,323.994,28953.564,2768.2894,865.0904,32586.9438,CARGO TRANSPORT 5,8.99,1.49,2013-12-19
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,1120.49,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-08-04
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,2,1466.01,34239.5087,3255.3758,1017.3049,38512.1894,CARGO TRANSPORT 5,8.99,1.49,2014-02-07
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,2443.35,2478.34,198.2672,61.9585,2738.5657,XRQ - TRUCK GROUND,3.95,0.99,2013-10-01
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,3,461.694,35331.66,3505.9218,1095.6006,39933.1824,CARGO TRANSPORT 5,8.99,1.49,2013-12-03
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,3,38.1,17746.2521,1820.0889,568.7778,20135.1188,CARGO TRANSPORT 5,8.99,1.49,2014-06-19
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,9,600.2625,146154.5653,14380.3298,4493.8531,165028.7482,CARGO TRANSPORT 5,8.99,1.49,2014-02-03
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,9,324.4527,17944.6404,1763.621,551.1315,20259.3929,CARGO TRANSPORT 5,8.99,1.49,2014-05-15
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,2.29,37.29,2.9832,0.9323,41.2055,XRQ - TRUCK GROUND,3.95,0.99,2013-10-03
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,7.95,2342.92,187.4336,58.573,2588.9266,XRQ - TRUCK GROUND,3.95,0.99,2013-10-03
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,3.99,117.96,9.4368,2.949,130.3458,XRQ - TRUCK GROUND,3.95,0.99,2013-07-11
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,2,323.994,6979.656,664.1488,207.5465,7851.3513,CARGO TRANSPORT 5,8.99,1.49,2014-02-10
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,21.98,85.48,6.8384,2.137,94.4554,XRQ - TRUCK GROUND,3.95,0.99,2013-09-28
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,1,158.43,71884.6078,6967.8769,2177.4615,81029.9462,CARGO TRANSPORT 5,8.99,1.49,2014-01-04
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,-1,1,9.99,2343.96,187.5168,58.599,2590.0758,XRQ - TRUCK GROUND,3.95,0.99,2013-08-11
Saarbrücken,Saarland,Germany,DE,66001,,1,alexis14@adventure-works.com,Cell,0,1,53.994,55971.1308,5395.0513,1685.9535,63052.1356,CARGO TRANSPORT 5,8.99,1.49,2014-03-04
Hervey Bay,Queensland,Australia,AU,4655,,2,alisha37@adventure-works.com,Home,-1,1,29.99,34.98,2.7984,0.8745,38.6529,XRQ - TRUCK GROUND,3.95,0.99,2013-08-28
Hervey Bay,Queensland,Australia,AU,4655,,2,alisha37@adventure-works.com,Home,0,2,209.256,32887.0262,3151.4856,984.8393,37023.3511,CARGO TRANSPORT 5,8.99,1.49,2014-02-09
Metchosin,British Columbia,Canada,CA,V9,,2,abigail47@adventure-works.com,Home,-1,1,49.99,98.96,7.9168,2.474,109.3508,XRQ - TRUCK GROUND,3.95,0.99,2012-01-03
Metchosin,British Columbia,Canada,CA,V9,,2,abigail47@adventure-works.com,Home,-1,1,4.99,2406.0,192.48,60.15,2658.63,XRQ - TRUCK GROUND,3.95,0.99,2013-07-13
Grossmont,California,United States,US,91941,,0,abigail49@adventure-works.com,Home,0,1,48.594,29923.008,3073.4952,960.4672,33956.9704,CARGO TRANSPORT 5,8.99,1.49,2013-12-16
Grossmont,California,United States,US,91941,,0,abigail49@adventure-works.com,Home,0,1,1308.9375,57363.2615,5546.9369,1733.4178,64643.6162,CARGO TRANSPORT 5,8.99,1.49,2014-05-11
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,1,kelli2@adventure-works.com,Cell,-1,1,35.0,45.24,3.6192,1.131,49.9902,XRQ - TRUCK GROUND,3.95,0.99,2013-06-22
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,1,kelli2@adventure-works.com,Cell,0,2,602.346,46703.1548,5298.9745,1655.9295,53658.0588,CARGO TRANSPORT 5,8.99,1.49,2013-12-19
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,1,kelli2@adventure-works.com,Cell,-1,1,4.99,39.98,3.1984,0.9995,44.1779,XRQ - TRUCK GROUND,3.95,0.99,2013-08-24
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,1,kelli2@adventure-works.com,Cell,-1,1,49.99,84.97,6.7976,2.1243,93.8919,XRQ - TRUCK GROUND,3.95,0.99,2011-07-15
Milton Keynes,England,United Kingdom,GB,MK8 8DF,,0,kelli3@adventure-works.com,Home,-1,1,24.49,138.45,11.076,3.4613,152.9873,XRQ - TRUCK GROUND,3.95,0.99,2012-02-26
Milton Keynes,England,United Kingdom,GB,MK8 8DF,,0,kelli3@adventure-works.com,Home,-1,1,1120.49,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-05-30
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,2294.99,2309.97,184.7976,57.7493,2552.5169,XRQ - TRUCK GROUND,3.95,0.99,2013-10-29
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,2319.99,2319.99,185.5992,57.9998,2563.589,XRQ - TRUCK GROUND,3.95,0.99,2013-11-04
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,6,1466.01,64152.0919,6191.95,1934.9844,72279.0263,CARGO TRANSPORT 5,8.99,1.49,2014-04-01
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,2,5.394,10.788,0.935,0.2922,12.0152,CARGO TRANSPORT 5,8.99,1.49,2014-04-22
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,1,323.994,32700.6053,3182.9844,994.6826,36878.2723,CARGO TRANSPORT 5,8.99,1.49,2014-05-17
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,35.0,35.0,2.8,0.875,38.675,XRQ - TRUCK GROUND,3.95,0.99,2013-08-28
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,21.49,565.47,45.2376,14.1368,624.8444,XRQ - TRUCK GROUND,3.95,0.99,2013-07-18
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,32.6,34.89,2.7912,0.8723,38.5535,XRQ - TRUCK GROUND,3.95,0.99,2013-08-29
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,24.99,88.46,7.0768,2.2115,97.7483,XRQ - TRUCK GROUND,3.95,0.99,2013-09-11
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,0,4,14.694,31154.4749,2977.5861,930.4957,35062.5567,CARGO TRANSPORT 5,8.99,1.49,2014-02-12
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,1,alexis16@adventure-works.com,Home,-1,1,159.0,2638.94,211.1152,65.9735,2916.0287,XRQ - TRUCK GROUND,3.95,0.99,2013-10-24
Cranbourne,Victoria,Australia,AU,3977,,0,alexis17@adventure-works.com,Cell,-1,1,34.99,1735.98,138.8784,43.3995,1918.2579,XRQ - TRUCK GROUND,3.95,0.99,2012-01-10
Cranbourne,Victoria,Australia,AU,3977,,0,alexis17@adventure-works.com,Cell,-1,1,3.99,38.98,3.1184,0.9745,43.0729,XRQ - TRUCK GROUND,3.95,0.99,2013-07-17
Long Beach,California,United States,US,90802,,2,rakesh0@adventure-works.com,Home,-1,1,24.49,1194.97,95.5976,29.8743,1320.4419,XRQ - TRUCK GROUND,3.95,0.99,2013-06-01
Long Beach,California,United States,US,90802,,2,rakesh0@adventure-works.com,Home,-1,1,4.99,74.98,5.9984,1.8745,82.8529,XRQ - TRUCK GROUND,3.95,0.99,2011-07-30
Long Beach,California,United States,US,90802,,2,rakesh0@adventure-works.com,Home,-1,1,2319.99,2354.99,188.3992,58.8748,2602.264,XRQ - TRUCK GROUND,3.95,0.99,2013-10-08
Long Beach,California,United States,US,90802,,2,rakesh0@adventure-works.com,Home,-1,1,21.98,2319.26,185.5408,57.9815,2562.7823,XRQ - TRUCK GROUND,3.95,0.99,2013-10-13
Concord,California,United States,US,94519,,0,abhijit0@adventure-works.com,Home,-1,1,4.99,608.96,48.7168,15.224,672.9008,XRQ - TRUCK GROUND,3.95,0.99,2013-02-19
Concord,California,United States,US,94519,,0,abhijit0@adventure-works.com,Home,-1,1,21.98,880.44,70.4352,22.011,972.8862,XRQ - TRUCK GROUND,3.95,0.99,2013-06-07
Concord,California,United States,US,94519,,0,abhijit0@adventure-works.com,Home,0,6,5.394,33904.482,3240.9397,1012.7936,38158.2153,CARGO TRANSPORT 5,8.99,1.49,2014-01-22
Concord,California,United States,US,94519,,0,abhijit0@adventure-works.com,Home,-1,1,21.98,2356.96,188.5568,58.924,2604.4408,XRQ - TRUCK GROUND,3.95,0.99,2013-10-26
Concord,California,United States,US,94519,,0,abhijit0@adventure-works.com,Home,-1,1,8.99,78.98,6.3184,1.9745,87.2729,XRQ - TRUCK GROUND,3.95,0.99,2013-11-06
Milton Keynes,England,United Kingdom,GB,MK8 8DF,,0,kelli3@adventure-works.com,Home,0,3,158.43,49522.7787,4929.0034,1540.3136,55992.0957,CARGO TRANSPORT 5,8.99,1.49,2014-02-16
Milton Keynes,England,United Kingdom,GB,MK8 8DF,,0,kelli3@adventure-works.com,Home,0,4,32.394,34349.2656,3362.094,1050.6544,38762.014,CARGO TRANSPORT 5,8.99,1.49,2014-05-13
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,12,13.6579,103226.8852,9956.7327,3111.479,116295.0969,CARGO TRANSPORT 5,8.99,1.49,2014-01-08
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,-1,1,8.99,848.47,67.8776,21.2118,937.5594,XRQ - TRUCK GROUND,3.95,0.99,2013-10-09
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,-1,1,4.99,4.99,0.3992,0.1248,5.514,XRQ - TRUCK GROUND,3.95,0.99,2013-10-08
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,672.294,32382.306,3108.3993,971.3748,36462.0801,CARGO TRANSPORT 5,8.99,1.49,2014-01-31
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,-1,1,2294.99,2415.47,193.2376,60.3868,2669.0944,XRQ - TRUCK GROUND,3.95,0.99,2013-08-03
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,200.052,89869.2763,8684.9465,2714.0458,101268.2686,CARGO TRANSPORT 5,8.99,1.49,2013-12-02
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,4,32.394,411.702,36.3232,11.351,459.3762,CARGO TRANSPORT 5,8.99,1.49,2013-12-01
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,1,356.898,10771.536,1039.7018,324.9068,12136.1446,CARGO TRANSPORT 5,8.99,1.49,2014-06-09
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,5.394,10687.854,1027.8596,321.2061,12036.9197,CARGO TRANSPORT 5,8.99,1.49,2014-02-05
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,72.876,35538.9074,3400.7541,1062.7356,40002.3971,CARGO TRANSPORT 5,8.99,1.49,2014-06-15
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,1,818.7,45534.2812,4375.0415,1367.2005,51276.5232,CARGO TRANSPORT 5,8.99,1.49,2014-05-18
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,6,1020.594,17628.69,1690.7363,528.3551,19847.7814,CARGO TRANSPORT 5,8.99,1.49,2013-11-29
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,323.994,8344.098,799.4489,249.8278,9393.3747,CARGO TRANSPORT 5,8.99,1.49,2014-02-10
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,1,445.41,34591.986,3304.3382,1032.6057,38928.9299,CARGO TRANSPORT 5,8.99,1.49,2013-11-22
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,7,445.41,112312.554,10820.906,3381.5331,126514.9931,CARGO TRANSPORT 5,8.99,1.49,2014-05-09
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,11,1382.7606,108982.7474,10616.1592,3317.5497,122916.4563,CARGO TRANSPORT 5,8.99,1.49,2014-04-14
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,2,323.994,8866.68,850.6978,265.8431,9983.2209,CARGO TRANSPORT 5,8.99,1.49,2014-06-24
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,5,324.4527,11056.6441,1068.5479,333.9212,12459.1132,CARGO TRANSPORT 5,8.99,1.49,2014-05-05
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,4,323.994,64152.0919,6191.95,1934.9844,72279.0263,CARGO TRANSPORT 5,8.99,1.49,2014-03-26
Lemon Grove,California,United States,US,91945,,0,abigail61@adventure-works.com,Home,0,1,32.394,7776.954,742.894,232.1544,8752.0024,CARGO TRANSPORT 5,8.99,1.49,2014-02-14
Redmond,Washington,United States,US,98052,,0,jason33@adventure-works.com,Cell,-1,1,34.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2012-05-03
Redmond,Washington,United States,US,98052,,0,jason33@adventure-works.com,Cell,0,2,200.052,50399.166,4871.0511,1522.2035,56792.4206,CARGO TRANSPORT 5,8.99,1.49,2014-01-21
Kirkland,Washington,United States,US,98033,,0,ross31@adventure-works.com,Home,-1,1,69.99,69.99,5.5992,1.7498,77.339,XRQ - TRUCK GROUND,3.95,0.99,2013-08-16
Kirkland,Washington,United States,US,98033,,0,ross31@adventure-works.com,Home,0,2,105.294,31786.1904,3114.6122,973.3163,35874.1189,CARGO TRANSPORT 5,8.99,1.49,2014-03-17
Cambridge,England,United Kingdom,GB,CB4 4BZ,,0,victoria16@adventure-works.com,Cell,0,1,200.052,22806.306,2203.5041,688.595,25698.4051,CARGO TRANSPORT 5,8.99,1.49,2014-06-23
Cambridge,England,United Kingdom,GB,CB4 4BZ,,0,victoria16@adventure-works.com,Cell,-1,1,34.99,2419.06,193.5248,60.4765,2673.0613,XRQ - TRUCK GROUND,3.95,0.99,2013-09-13
Bremerton,Washington,United States,US,98312,,0,victoria19@adventure-works.com,Cell,0,2,461.694,24253.362,2314.3494,723.2342,27290.9456,CARGO TRANSPORT 5,8.99,1.49,2013-12-24
Bremerton,Washington,United States,US,98312,,0,victoria19@adventure-works.com,Cell,0,4,32.394,104325.1067,10348.236,3233.8238,117907.1665,CARGO TRANSPORT 5,8.99,1.49,2014-04-11
Bremerton,Washington,United States,US,98312,,0,victoria19@adventure-works.com,Cell,-1,1,2.29,27.77,2.2216,0.6943,30.6859,XRQ - TRUCK GROUND,3.95,0.99,2011-07-08
Oregon City,Oregon,United States,US,97045,,2,gerald33@adventure-works.com,Home,0,2,334.0575,46703.1548,5298.9745,1655.9295,53658.0588,CARGO TRANSPORT 5,8.99,1.49,2013-12-15
Oregon City,Oregon,United States,US,97045,,2,gerald33@adventure-works.com,Home,0,1,602.346,25283.1022,2786.5509,870.7971,28940.4502,CARGO TRANSPORT 5,8.99,1.49,2014-04-15
Oregon City,Oregon,United States,US,97045,,2,gerald33@adventure-works.com,Home,-1,1,8.99,2492.32,199.3856,62.308,2754.0136,XRQ - TRUCK GROUND,3.95,0.99,2011-07-04
Redwood City,California,United States,US,94063,,0,emma1@adventure-works.com,Cell,-1,1,4.99,42.28,3.3824,1.057,46.7194,XRQ - TRUCK GROUND,3.95,0.99,2013-09-10
Redwood City,California,United States,US,94063,,0,emma1@adventure-works.com,Cell,0,4,24.294,104273.0197,10489.2691,3277.8966,118040.1854,CARGO TRANSPORT 5,8.99,1.49,2014-03-31
Fremont,California,United States,US,94536,,0,emma3@adventure-works.com,Cell,0,4,338.994,104325.1067,10348.236,3233.8238,117907.1665,CARGO TRANSPORT 5,8.99,1.49,2014-04-16
Fremont,California,United States,US,94536,,0,emma3@adventure-works.com,Cell,-1,1,8.99,2343.96,187.5168,58.599,2590.0758,XRQ - TRUCK GROUND,3.95,0.99,2011-07-13
Fremont,California,United States,US,94536,,0,emma3@adventure-works.com,Cell,0,3,323.994,56123.088,5394.6173,1685.8179,63203.5232,CARGO TRANSPORT 5,8.99,1.49,2014-05-27
Dresden,Hessen,Germany,DE,01071,,2,tamara4@adventure-works.com,Home,-1,1,34.99,38.98,3.1184,0.9745,43.0729,XRQ - TRUCK GROUND,3.95,0.99,2013-06-09
Sedro Woolley,Washington,United States,US,98284,,0,emma12@adventure-works.com,Cell,-1,1,24.99,49.48,3.9584,1.237,54.6754,XRQ - TRUCK GROUND,3.95,0.99,2013-06-14
Beverly Hills,California,United States,US,90210,,2,tamara14@adventure-works.com,Cell,-1,1,32.6,34.89,2.7912,0.8723,38.5535,XRQ - TRUCK GROUND,3.95,0.99,2011-09-10
Beverly Hills,California,United States,US,90210,,2,tamara14@adventure-works.com,Cell,-1,1,4.99,811.32,64.9056,20.283,896.5086,XRQ - TRUCK GROUND,3.95,0.99,2013-06-15
Beverly Hills,California,United States,US,90210,,2,tamara14@adventure-works.com,Cell,0,7,461.694,34696.2614,3315.0169,1035.9428,39047.2211,CARGO TRANSPORT 5,8.99,1.49,2013-11-23
Bothell,Washington,United States,US,98011,,0,brandi16@adventure-works.com,Home,0,4,1242.8518,16422.5436,1578.0849,493.1515,18493.78,CARGO TRANSPORT 5,8.99,1.49,2014-04-11
Oak Bay,British Columbia,Canada,CA,V8P,,1,victoria10@adventure-works.com,Cell,-1,1,8.99,588.96,47.1168,14.724,650.8008,XRQ - TRUCK GROUND,3.95,0.99,2013-06-07
Oak Bay,British Columbia,Canada,CA,V8P,,1,victoria10@adventure-works.com,Cell,-1,1,49.99,49.99,3.9992,1.2498,55.239,XRQ - TRUCK GROUND,3.95,0.99,2013-10-10
